radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,fractal_dimension_mean,area_se,concavity_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,symmetry_worst
13.66,15.15,88.27,580.6,0.08268,0.05897,11.35,0.02443,14.54,19.64,97.96,657,0.1275,0.3387
11.08,18.83,73.3,361.6,0.1216,0.0795,13.99,0.04588,13.24,32.82,91.76,508.1,0.2184,0.4154
11.27,12.96,73.16,386.3,0.1237,0.06914,16.04,0.02101,12.84,20.53,84.93,476.1,0.161,0.3343
11.04,14.93,70.67,372.7,0.07987,0.06246,11.68,0.01723,12.09,20.83,79.73,447.1,0.1095,0.3202
12.05,22.72,78.75,447.8,0.06935,0.06659,9.549,0.04305,12.57,28.71,87.36,488.4,0.08799,0.2191
12.39,17.48,80.64,462.9,0.1042,0.06588,19.2,0.04757,14.18,23.13,95.23,600.5,0.1427,0.2819
13.28,13.72,85.79,541.8,0.08363,0.05594,15.26,0.02828,14.24,17.37,96.59,623.7,0.1166,0.2736
14.6,23.29,93.97,664.7,0.08682,0.05416,33.01,0.03389,15.79,31.71,102.2,758.2,0.1312,0.2477
12.21,14.09,78.78,462,0.08108,0.06154,19.96,0.04344,13.13,19.29,87.65,529.9,0.1026,0.2677
13.88,16.16,88.37,596.6,0.07026,0.05474,23.12,0.01988,15.51,19.97,99.66,745.3,0.08484,0.2542
11.27,15.5,73.38,392,0.08365,0.07252,22.97,0.09472,12.04,18.93,79.73,450,0.1102,0.2157
19.55,23.21,128.9,1174,0.101,0.05884,70.1,0.07469,20.82,30.44,142,1313,0.1251,0.2576
10.26,12.22,65.75,321.6,0.09996,0.06569,11.88,0.008496,11.38,15.65,73.23,394.5,0.1343,0.2937
8.734,16.84,55.27,234.3,0.1039,0.07098,28.85,0,10.17,22.8,64.01,317,0.146,0.2445
15.49,19.97,102.4,744.7,0.116,0.06744,66.91,0.04972,21.2,29.41,142.1,1359,0.1681,0.3187
21.61,22.28,144.4,1407,0.1167,0.06606,80.99,0.04718,26.23,28.74,172,2081,0.1502,0.3828
12.1,17.72,78.07,446.2,0.1029,0.06161,22.22,0.01843,13.56,25.8,88.33,559.5,0.1432,0.3049
14.06,17.18,89.75,609.1,0.08045,0.05764,12.67,0.01132,14.92,25.34,96.42,684.5,0.1066,0.2523
13.51,18.89,88.1,558.1,0.1059,0.06079,19.29,0.03304,14.8,27.2,97.33,675.2,0.1428,0.2666
12.8,17.46,83.05,508.3,0.08044,0.0575,30.57,0.04545,13.74,21.06,90.72,591,0.09534,0.1988
11.06,14.83,70.31,378.2,0.07741,0.06214,12.98,0.0194,12.68,20.35,80.79,496.7,0.112,0.259
11.8,17.26,75.26,431.9,0.09087,0.06019,25.06,0.02079,13.45,24.49,86,562,0.1244,0.2779
17.91,21.02,124.4,994,0.123,0.07115,41.51,0.06165,20.8,27.78,149.6,1304,0.1873,0.3245
11.93,10.91,76.14,442.7,0.08872,0.05541,18.95,0.01376,13.8,20.14,87.64,589.5,0.1374,0.246
12.96,18.29,84.18,525.2,0.07351,0.05899,20.21,0.03452,14.13,24.61,96.31,621.9,0.09329,0.3207
12.94,16.17,83.18,507.6,0.09879,0.062,11.36,0.01613,13.86,23.02,89.69,580.9,0.1172,0.3297
12.34,14.95,78.29,469.1,0.08682,0.05708,30.15,0.01307,13.18,16.85,84.11,533.1,0.1048,0.2298
10.94,18.59,70.39,370,0.1004,0.06615,25.78,0.0199,12.4,25.58,82.76,472.4,0.1363,0.2251
16.14,14.86,104.3,800,0.09495,0.05875,21.83,0.01831,17.71,19.58,115.9,947.9,0.1206,0.2778
12.85,21.37,82.63,514.5,0.07551,0.06114,41.24,0.05175,14.4,27.01,91.63,645.8,0.09402,0.2488
17.99,20.66,117.8,991.7,0.1036,0.06069,49.81,0.02509,21.08,25.41,138.1,1349,0.1482,0.306
12.27,17.92,78.41,466.1,0.08685,0.05597,25.79,0.02059,14.1,28.88,89,610.2,0.124,0.3455
11.36,17.57,72.49,399.8,0.08858,0.05913,13.66,0.01163,13.05,36.32,85.07,521.3,0.1453,0.2973
11.04,16.83,70.92,373.2,0.1077,0.0634,13.54,0.01056,12.41,26.44,79.93,471.4,0.1369,0.2998
9.397,21.68,59.75,268.8,0.07969,0.06724,6.802,0.03735,9.965,27.99,66.61,301,0.1086,0.2376
14.99,22.11,97.53,693.7,0.08515,0.05913,28.51,0.03312,16.76,31.55,110.2,867.1,0.1077,0.3163
15.13,29.81,96.71,719.5,0.0832,0.05294,45.38,0.02489,17.26,36.91,110.1,931.4,0.1148,0.3233
11.89,21.17,76.39,433.8,0.09773,0.0629,19.53,0.0163,13.05,27.21,85.09,522.9,0.1426,0.3075
9.405,21.7,59.6,271.2,0.1044,0.06601,25.17,0.01367,10.85,31.24,68.73,359.4,0.1526,0.2872
15.5,21.08,102.9,803.1,0.112,0.06864,176.5,0.04493,23.17,27.65,157.1,1748,0.1517,0.3003
12.7,12.17,80.88,495,0.08785,0.06275,17.37,0.009075,13.65,16.92,88.12,566.9,0.1314,0.2775
11.16,21.41,70.95,380.3,0.1018,0.06144,18.99,0.006972,12.36,28.92,79.26,458,0.1282,0.2976
11.57,19.04,74.2,409.7,0.08546,0.06267,20.3,0.04447,13.07,26.98,86.43,520.5,0.1249,0.3035
14.69,13.98,98.22,656.1,0.1031,0.07406,49.45,0.05278,16.46,18.34,114.1,809.2,0.1312,0.2827
11.61,16.02,75.46,408.2,0.1088,0.0632,15.89,0.02631,12.64,19.67,81.93,475.7,0.1415,0.2787
13.66,19.13,89.46,575.3,0.09057,0.06181,19.36,0.03669,15.14,25.5,101.4,708.8,0.1147,0.2744
9.742,19.12,61.93,289.7,0.1075,0.07029,43.52,0.006021,11.21,23.17,71.79,380.9,0.1398,0.3196
10.03,21.28,63.19,307.3,0.08117,0.06439,11.6,0.002074,11.11,28.94,69.92,376.3,0.1126,0.2349
10.48,14.98,67.49,333.6,0.09816,0.06915,20.77,0.05263,12.13,21.57,81.41,440.4,0.1327,0.302
10.8,21.98,68.79,359.9,0.08801,0.05977,20.2,0.02991,12.76,32.04,83.69,489.5,0.1303,0.2965
11.13,16.62,70.47,381.1,0.08151,0.06148,9.704,0.009398,11.68,20.29,74.35,421.1,0.103,0.2383
12.72,17.67,80.98,501.3,0.07896,0.05544,23.24,0.005383,13.82,20.96,88.87,586.8,0.1068,0.2165
14.9,22.53,102.1,685,0.09947,0.06898,24.19,0.07926,16.35,27.57,125.4,832.7,0.1419,0.2866
12.4,17.68,81.47,467.8,0.1054,0.07102,15.43,0.04861,12.88,22.91,89.61,515.8,0.145,0.2556
20.18,19.54,133.8,1250,0.1133,0.06053,52.49,0.05546,22.03,25.07,146,1479,0.1665,0.3032
18.82,21.97,123.7,1110,0.1018,0.06132,103.9,0.05321,22.66,30.93,145.3,1603,0.139,0.3007
14.86,16.94,94.89,673.7,0.08924,0.05703,23.92,0.01461,16.31,20.54,102.3,777.5,0.1218,0.2525
13.98,19.62,91.12,599.5,0.106,0.06544,18.85,0.02185,17.04,30.8,113.9,869.3,0.1613,0.3179
12.87,19.54,82.67,509.2,0.09136,0.06347,26.5,0.007066,14.45,24.38,95.14,626.9,0.1214,0.3313
14.04,15.98,89.78,611.2,0.08458,0.05898,32.74,0.01608,15.66,21.58,101.2,750,0.1195,0.2725
13.85,19.6,88.68,592.6,0.08684,0.05673,29.63,0.005812,15.63,28.01,100.9,749.1,0.1118,0.2513
14.02,15.66,89.59,606.5,0.07966,0.05586,19.25,0.009213,14.91,19.31,96.53,688.9,0.1034,0.2136
10.97,17.2,71.73,371.5,0.08915,0.0664,18.15,0.0643,12.36,26.87,90.14,476.4,0.1391,0.254
17.27,25.42,112.4,928.8,0.08331,0.05407,58.38,0.04942,20.38,35.46,132.8,1284,0.1436,0.25
13.78,15.79,88.37,585.9,0.08817,0.05848,29.34,0.007741,15.27,17.5,97.9,706.6,0.1072,0.1859
10.57,18.32,66.82,340.9,0.08142,0.05768,13.12,0.01993,10.94,23.31,69.35,366.3,0.09794,0.2699
18.03,16.85,117.5,990,0.08947,0.0578,35.77,0.02975,20.38,22.02,133.3,1292,0.1263,0.2842
11.99,24.89,77.61,441.3,0.103,0.0685,19.39,0.02334,12.98,30.36,84.48,513.9,0.1311,0.2599
17.75,28.03,117.3,981.6,0.09997,0.05916,43.95,0.03697,21.53,38.54,145.4,1437,0.1401,0.2972
14.8,17.66,95.88,674.8,0.09179,0.05886,19.75,0.01758,16.43,22.74,105.9,829.5,0.1226,0.36
14.53,19.34,94.25,659.7,0.08388,0.05746,23.04,0.03379,16.3,28.39,108.1,830.5,0.1089,0.2471
21.1,20.52,138.1,1384,0.09684,0.05661,81.89,0.03185,25.68,32.07,168.2,2022,0.1368,0.2268
11.87,21.54,76.83,432,0.06613,0.06612,20.24,0.06663,12.79,28.18,83.51,507.2,0.09457,0.2305
19.59,25,127.7,1191,0.1032,0.05391,56.18,0.04907,21.44,30.96,139.8,1421,0.1528,0.2293
12,28.23,76.77,442.5,0.08437,0.06104,13.86,0.02941,13.09,37.88,85.07,523.7,0.1208,0.2447
14.53,13.98,93.86,644.2,0.1099,0.06121,25.7,0.01615,15.8,16.93,103.1,749.9,0.1347,0.2606
12.62,17.15,80.62,492.9,0.08583,0.05826,13.32,0.01256,14.34,22.15,91.62,633.5,0.1225,0.327
13.38,30.72,86.34,557.2,0.09245,0.06016,28.93,0.007936,15.05,41.61,96.69,705.6,0.1172,0.2196
11.63,29.29,74.87,415.1,0.09357,0.06166,23.13,0.04275,13.12,38.81,86.04,527.8,0.1406,0.2884
13.21,25.25,84.1,537.9,0.08791,0.05584,17.58,0.0151,14.35,34.23,91.29,632.9,0.1289,0.2444
13,25.13,82.61,520.2,0.08369,0.05449,21.19,0.005681,14.34,31.88,91.06,628.5,0.1218,0.2306
9.755,28.2,61.68,290.9,0.07984,0.05952,11.28,0.0145,10.67,36.92,68.03,349.9,0.111,0.2321
17.08,27.15,111.2,930.9,0.09898,0.06281,115.2,0.02721,22.96,34.49,152.1,1648,0.16,0.301
27.42,26.27,186.9,2501,0.1084,0.05623,542.2,0.08055,36.04,31.37,251.2,4254,0.1357,0.2641
14.4,26.99,92.25,646.1,0.06995,0.05433,20.52,0.01971,15.4,31.98,100.4,734.6,0.1017,0.2345
11.6,18.36,73.88,412.7,0.08508,0.05859,12.89,0.0208,12.77,24.02,82.68,495.1,0.1342,0.321
13.17,18.22,84.28,537.3,0.07466,0.05549,16.89,0.01564,14.9,23.89,95.1,687.6,0.1282,0.2235
13.24,20.13,86.87,542.9,0.08284,0.06432,23.81,0.07683,15.44,25.5,115,733.5,0.1201,0.2845
13.14,20.74,85.98,536.9,0.08675,0.0602,27.4,0.04615,14.8,25.46,100.9,689.1,0.1351,0.2563
9.668,18.1,61.06,286.3,0.08311,0.06412,20.98,0.01031,11.15,24.62,71.11,380.2,0.1388,0.3057
17.6,23.33,119,980.5,0.09289,0.07369,104.9,0.06591,21.57,28.87,143.6,1437,0.1207,0.2301
11.62,18.18,76.38,408.8,0.1175,0.07255,27.85,0.04961,13.36,25.4,88.14,528.1,0.178,0.266
9.667,18.49,61.49,289.1,0.08946,0.06413,22.73,0.02714,11.14,25.62,70.88,385.2,0.1234,0.3174
12.04,28.14,76.85,449.9,0.08752,0.05698,44.96,0.01465,13.6,33.33,87.24,567.6,0.1041,0.2404
14.92,14.93,96.45,686.9,0.08098,0.05669,23.31,0.0231,17.18,18.22,112,906.6,0.1065,0.2688
12.27,29.97,77.42,465.4,0.07699,0.0596,35.13,0,13.45,38.05,85.08,558.9,0.09422,0.2409
10.88,15.62,70.41,358.9,0.1007,0.06837,9.597,0.02757,11.94,19.35,80.78,433.1,0.1332,0.2581
12.83,15.73,82.89,506.9,0.0904,0.05913,11.64,0.03318,14.09,19.35,93.22,605.8,0.1326,0.3006
14.2,20.53,92.41,618.4,0.08931,0.06009,31.01,0.02821,16.45,27.26,112.1,828.5,0.1153,0.2534
13.9,16.62,88.97,599.4,0.06828,0.05536,14.03,0.009904,15.14,21.8,101.2,718.9,0.09384,0.2679
11.49,14.59,73.99,404.9,0.1046,0.06574,14.34,0.04156,12.4,21.9,82.04,467.6,0.1352,0.2941
16.25,19.51,109.8,815.8,0.1026,0.06578,33.12,0.08079,17.39,23.05,122.1,939.7,0.1377,0.3318
12.16,18.03,78.29,455.3,0.09087,0.06284,16.26,0.01397,13.34,27.87,88.83,547.4,0.1208,0.2406
13.9,19.24,88.73,602.9,0.07991,0.05594,28.41,0.0153,16.41,26.42,104.4,830.5,0.1064,0.2356
13.47,14.06,87.32,546.3,0.1071,0.06639,12.84,0.01334,14.83,18.32,94.94,660.2,0.1393,0.3227
13.7,17.64,87.76,571.1,0.0995,0.06088,20.64,0.01698,14.96,23.53,95.78,686.5,0.1199,0.2518
15.73,11.28,102.8,747.2,0.1043,0.06259,13.87,0.03336,17.01,14.2,112.5,854.3,0.1541,0.2557
12.45,16.41,82.85,476.7,0.09514,0.07325,30.19,0.1114,13.78,21.03,97.82,580.6,0.1175,0.3231
14.64,16.85,94.21,666,0.08641,0.05355,19.98,0.018,16.46,25.44,106,831,0.1142,0.2455
19.44,18.82,128.1,1167,0.1089,0.06115,67.74,0.04256,23.96,30.39,153.9,1740,0.1514,0.3266
11.68,16.17,75.49,420.5,0.1128,0.06401,27.57,0.01851,13.32,21.59,86.57,549.8,0.1526,0.2804
16.69,20.2,107.1,857.6,0.07497,0.05325,22.95,0.01423,19.18,26.56,127.3,1084,0.1009,0.4677
12.25,22.44,78.18,466.5,0.08192,0.05976,18.04,0.00941,14.17,31.99,92.74,622.9,0.1256,0.31
17.85,13.23,114.6,992.1,0.07838,0.05243,50.95,0.01153,19.82,18.42,127.1,1210,0.09862,0.1783
18.01,20.56,118.4,1007,0.1001,0.06077,89.74,0.03737,21.53,26.06,143.4,1426,0.1309,0.3251
12.46,12.83,78.83,477.3,0.07372,0.06013,24.6,0.006416,13.19,16.36,83.24,534,0.09439,0.228
13.16,20.54,84.06,538.7,0.07335,0.05888,26.07,0.01341,14.5,28.46,95.29,648.3,0.1118,0.2687
14.87,20.21,96.12,680.9,0.09587,0.05748,21.84,0.02153,16.01,28.48,103.9,783.6,0.1216,0.2369
12.65,18.17,82.69,485.6,0.1076,0.06854,18.4,0.02636,14.38,22.15,95.29,633.7,0.1533,0.323
12.47,17.31,80.45,480.1,0.08928,0.06046,11.91,0.01346,14.06,24.34,92.82,607.3,0.1276,0.3035
18.49,17.52,121.3,1068,0.1012,0.06697,95.77,0.04435,22.75,22.88,146.4,1600,0.1412,0.251
20.59,21.24,137.8,1320,0.1085,0.06222,75.09,0.04062,23.86,30.76,163.2,1760,0.1464,0.248
15.04,16.74,98.73,689.4,0.09883,0.06869,34.84,0.01996,16.76,20.43,109.7,856.9,0.1135,0.2177
13.82,24.49,92.33,595.9,0.1162,0.07237,39.05,0.03476,16.01,32.94,106,788,0.1794,0.3651
12.54,16.32,81.25,476.3,0.1158,0.06612,18.49,0.02575,13.57,21.4,86.67,552,0.158,0.3155
23.09,19.83,152.1,1682,0.09342,0.05484,180.2,0.03976,30.79,23.87,211.5,2782,0.1199,0.2908
9.268,12.87,61.49,248.7,0.1634,0.09502,20.04,0.03483,10.28,16.38,69.05,300.2,0.1902,0.3038
9.676,13.14,64.12,272.5,0.1255,0.09575,17.67,0.05189,10.6,18.04,69.47,328.1,0.2006,0.2848
12.22,20.04,79.47,453.1,0.1096,0.06894,12.58,0.03966,13.16,24.17,85.13,515.3,0.1402,0.2709
11.06,17.12,71.25,366.5,0.1194,0.07976,12.3,0.018,11.69,20.74,76.08,411.1,0.1662,0.278
16.3,15.7,104.7,819.8,0.09427,0.05657,20.67,0.0247,17.32,17.76,109.8,928.2,0.1354,0.23
15.46,23.95,103.8,731.3,0.1183,0.07083,32.52,0.06019,17.11,36.33,117.7,909.4,0.1732,0.3013
11.74,14.69,76.31,426,0.08099,0.06758,13.04,0.04017,12.45,17.6,81.25,473.8,0.1073,0.2604
14.81,14.7,94.66,680.7,0.08472,0.05348,20.72,0.01482,15.61,17.58,101.7,760.2,0.1139,0.2334
13.4,20.52,88.64,556.7,0.1106,0.07325,33.67,0.03452,16.41,29.66,113.3,844.4,0.1574,0.3585
14.58,13.66,94.29,658.8,0.09832,0.0564,37.11,0.03035,16.76,17.24,108.5,862,0.1223,0.2626
15.05,19.07,97.26,701.9,0.09215,0.05915,38.49,0.02967,17.58,28.06,113.8,967,0.1246,0.2282
11.34,18.61,72.76,391.2,0.1049,0.06211,18.19,0.02099,12.47,23.03,79.15,478.6,0.1483,0.306
18.31,20.58,120.8,1052,0.1068,0.05941,67.36,0.02913,21.86,26.2,142.2,1493,0.1492,0.3074
19.89,20.26,130.5,1214,0.1037,0.06188,59.7,0.03052,23.73,25.23,160.5,1646,0.1417,0.2549
12.88,18.22,84.45,493.1,0.1218,0.07253,34.37,0.01405,15.05,24.37,99.31,674.7,0.1456,0.2582
12.75,16.7,82.51,493.8,0.1125,0.06623,28.62,0.01977,14.45,21.74,93.63,624.1,0.1475,0.3071
9.295,13.9,59.96,257.8,0.1371,0.07696,19.63,0.02197,10.57,17.84,67.84,326.6,0.185,0.3681
24.63,21.6,165.5,1841,0.103,0.06739,139.9,0.03571,29.92,26.93,205.7,2642,0.1342,0.3157
11.26,19.83,71.3,388.1,0.08511,0.06343,9.332,0.003846,11.93,26.43,76.38,435.9,0.1108,0.2557
13.71,18.68,88.73,571,0.09916,0.06843,26.45,0.02086,15.11,25.63,99.43,701.9,0.1425,0.2849
9.847,15.68,63,293.2,0.09492,0.06891,15.24,0.01062,11.24,22.99,74.32,376.5,0.1419,0.2502
8.571,13.1,54.53,221.3,0.1036,0.07126,7.254,0.01801,9.473,18.45,63.3,275.6,0.1641,0.2983
13.46,18.75,87.44,551.1,0.1075,0.06317,16.07,0.01509,15.35,25.16,101.9,719.8,0.1624,0.3518
12.34,12.27,78.94,468.5,0.09003,0.05808,8.955,0.008732,13.61,19.27,87.22,564.9,0.1292,0.311
13.94,13.17,90.31,594.2,0.1248,0.06457,44.74,0.04763,14.62,15.38,94.52,653.3,0.1394,0.216
12.07,13.44,77.83,445.2,0.11,0.06608,18.54,0.01798,13.45,15.77,86.92,549.9,0.1521,0.2781
11.75,17.56,75.89,422.9,0.1073,0.06677,30.66,0.01737,13.5,27.98,88.52,552.3,0.1349,0.2478
11.67,20.02,75.21,416.2,0.1016,0.06461,15.34,0.0184,13.35,28.81,87,550.6,0.155,0.3206
13.68,16.33,87.76,575.5,0.09277,0.06155,17.25,0.007078,15.85,20.2,101.6,773.4,0.1264,0.2806
20.47,20.67,134.7,1299,0.09156,0.05419,100.4,0.04093,23.23,27.15,152,1645,0.1097,0.322
10.96,17.62,70.79,365.6,0.09687,0.06408,10.09,0.04401,11.62,26.51,76.43,407.5,0.1428,0.2289
20.55,20.86,137.8,1308,0.1046,0.06251,87.78,0.04005,24.3,25.48,160.2,1809,0.1268,0.3077
14.27,22.55,93.77,629.8,0.1038,0.05982,18.54,0.04645,15.29,34.27,104.3,728.3,0.138,0.2698
11.69,24.44,76.37,406.4,0.1236,0.07405,20.95,0.01865,12.98,32.19,86.12,487.7,0.1768,0.2803
7.729,25.49,47.98,178.8,0.08098,0.07285,19.14,0,9.077,30.92,57.17,248,0.1256,0.3058
7.691,25.44,48.34,170.4,0.08668,0.07751,11.73,0.09252,8.678,31.89,54.49,223.6,0.1596,0.279
11.54,14.44,74.65,402.9,0.09984,0.06782,20.86,0.05553,12.26,19.68,78.78,457.8,0.1345,0.2329
14.47,24.99,95.81,656.4,0.08837,0.06341,23.11,0.03829,16.22,31.73,113.5,808.9,0.134,0.3187
14.74,25.42,94.7,668.6,0.08275,0.0568,27.41,0.01947,16.51,32.29,107.4,826.4,0.106,0.2722
13.21,28.06,84.88,538.4,0.08671,0.05781,17.85,0.01498,14.37,37.17,92.48,629.6,0.1072,0.2473
13.87,20.7,89.77,584.8,0.09578,0.06688,23.12,0.02615,15.05,24.75,99.17,688.6,0.1264,0.2249
13.62,23.23,87.19,573.2,0.09246,0.05801,31.24,0.02021,15.35,29.09,97.58,729.8,0.1216,0.2642
10.32,16.35,65.31,324.9,0.09434,0.06201,12.97,0.01012,11.25,21.77,71.12,384.9,0.1285,0.2681
10.26,16.58,65.85,320.8,0.08877,0.06714,7.326,0.02613,10.83,22.04,71.08,357.4,0.1461,0.2691
9.683,19.34,61.05,285.7,0.08491,0.06235,18.24,0.02337,10.93,25.59,69.1,364.2,0.1199,0.2552
10.82,24.21,68.89,361.6,0.08192,0.06328,33,0.01277,13.03,31.45,83.9,505.6,0.1204,0.3059
10.86,21.48,68.51,360.5,0.07431,0.05948,20.67,0,11.66,24.77,74.08,412.3,0.1001,0.2458
11.13,22.44,71.49,378.4,0.09566,0.06552,17.85,0.03445,12.02,28.26,77.8,436.6,0.1087,0.3169
12.77,29.43,81.35,507.9,0.08276,0.05637,18.76,0.01328,13.87,36,88.1,594.7,0.1234,0.2407
9.333,21.94,59.01,264,0.0924,0.06576,17.86,0.03996,9.845,25.05,62.86,295.8,0.1103,0.2435
12.88,28.92,82.5,514.3,0.08123,0.05708,16.83,0.03898,13.89,35.74,88.84,595.7,0.1227,0.2372
10.29,27.61,65.67,321.4,0.0903,0.06127,14.46,0.04804,10.84,34.91,69.57,357.6,0.1384,0.2226
10.16,19.59,64.73,311.7,0.1003,0.06331,16.8,0.004174,10.65,22.88,67.88,347.3,0.1265,0.2262
9.423,27.88,59.26,271.3,0.08123,0.06059,29.11,0,10.49,34.24,66.5,330.6,0.1073,0.2475
14.59,22.68,96.39,657.1,0.08473,0.06147,19.54,0.06578,15.48,27.27,105.9,733.5,0.1026,0.2258
11.51,23.93,74.52,403.5,0.09261,0.0657,16.97,0.05738,12.48,37.16,82.28,474.2,0.1298,0.2112
14.05,27.15,91.38,600.4,0.09929,0.06171,29.84,0.02071,15.3,33.17,100.2,706.7,0.1241,0.225
11.2,29.37,70.67,386,0.07449,0.05502,22.81,0,11.92,38.3,75.19,439.6,0.09267,0.1566
15.22,30.62,103.4,716.9,0.1048,0.07152,22.65,0.07359,17.52,42.79,128.7,915,0.1417,0.4089
20.92,25.09,143,1347,0.1099,0.06879,118.8,0.07845,24.29,29.41,179.1,1819,0.1407,0.2929
21.56,22.39,142,1479,0.111,0.05623,158.7,0.05198,25.45,26.4,166.1,2027,0.141,0.206
20.13,28.25,131.2,1261,0.0978,0.05533,99.04,0.0395,23.69,38.25,155,1731,0.1166,0.2572
16.6,28.08,108.3,858.1,0.08455,0.05648,48.55,0.0473,18.98,34.12,126.7,1124,0.1139,0.2218
20.6,29.33,140.1,1265,0.1178,0.07016,86.22,0.07117,25.74,39.42,184.6,1821,0.165,0.4087
7.76,24.54,47.92,181,0.05263,0.05884,19.15,0,9.456,30.37,59.16,268.6,0.08996,0.2871
